Date,AwayTeam,AwayTeamID,AwayTeamScore,HomeTeam,HomeTeamID,HomeTeamScore,AwayTeam+ID,HomeTeam+ID
2-7-2020,DET,14,137,OKC,18,146,DET14,OKC18
2-7-2020,HOU,22,123,PHO,29,172,HOU22,PHO29
2-7-2020,MIA,4,131,SAC,30,142,MIA4,SAC30
2-7-2020,POR,19,154,UTA,17,158,POR19,UTA17
2-8-2020,MIL,15,,ORL,5,,MIL15,ORL5
2-8-2020,DAL,25,,CHA,2,,DAL25,CHA2
2-8-2020,NY,6,,DET,14,,NY6,DET14
2-8-2020,NO,23,,IND,13,,NO23,IND13
2-8-2020,BKN,8,,TOR,10,,BKN8,TOR10
2-8-2020,LAC,28,,MIN,16,,LAC28,MIN16
2-8-2020,LAL,27,,GS,26,,LAL27,GS26
2-8-2020,DEN,20,,PHO,29,,DEN20,PHO29
2-8-2020,SA,24,,SAC,30,,SA24,SAC30
2-9-2020,BOS,9,,OKC,18,,BOS9,OKC18
2-9-2020,NY,6,,ATL,3,,NY6,ATL3
2-9-2020,CHI,11,,PHI,7,,CHI11,PHI7
2-9-2020,MEM,21,,WAS,1,,MEM21,WAS1
2-9-2020,UTA,17,,HOU,22,,UTA17,HOU22
2-9-2020,LAC,28,,CLE,12,,LAC28,CLE12
2-9-2020,MIA,4,,POR,19,,MIA4,POR19
2-10-2020,CHA,2,,DET,14,,CHA2,DET14
2-10-2020,BKN,8,,IND,13,,BKN8,IND13
2-10-2020,ATL,3,,ORL,5,,ATL3,ORL5
2-10-2020,MIN,16,,TOR,10,,MIN16,TOR10
2-10-2020,SAC,30,,MIL,15,,SAC30,MIL15
2-10-2020,UTA,17,,DAL,25,,UTA17,DAL25
2-10-2020,SA,24,,DEN,20,,SA24,DEN20
2-10-2020,MIA,4,,GS,26,,MIA4,GS26
2-10-2020,PHO,29,,LAL,27,,PHO29,LAL27
2-11-2020,LAC,28,,PHI,7,,LAC28,PHI7
2-11-2020,CHI,11,,WAS,1,,CHI11,WAS1
2-11-2020,POR,19,,NO,23,,POR19,NO23
2-11-2020,SA,24,,OKC,18,,SA24,OKC18
2-11-2020,BOS,9,,HOU,22,,BOS9,HOU22
2-12-2020,ATL,3,,CLE,12,,ATL3,CLE12
2-12-2020,DET,14,,ORL,5,,DET14,ORL5
2-12-2020,TOR,10,,BKN,8,,TOR10,BKN8
2-12-2020,MIL,15,,IND,13,,MIL15,IND13
2-12-2020,WAS,1,,NY,6,,WAS1,NY6
2-12-2020,POR,19,,MEM,21,,POR19,MEM21
2-12-2020,CHA,2,,MIN,16,,CHA2,MIN16
2-12-2020,SAC,30,,DAL,25,,SAC30,DAL25
2-12-2020,GS,26,,PHO,29,,GS26,PHO29
2-12-2020,MIA,4,,UTA,17,,MIA4,UTA17
2-12-2020,LAL,27,,DEN,20,,LAL27,DEN20
2-13-2020,LAC,28,,BOS,9,,LAC28,BOS9
2-13-2020,OKC,18,,NO,23,,OKC18,NO23
2-20-2020,MIL,15,,DET,14,,MIL15,DET14
2-20-2020,MIA,4,,ATL,3,,MIA4,ATL3
2-20-2020,CHA,2,,CHI,11,,CHA2,CHI11
2-20-2020,BKN,8,,PHI,7,,BKN8,PHI7
2-20-2020,MEM,21,,SAC,30,,MEM21,SAC30
2-20-2020,HOU,22,,GS,26,,HOU22,GS26
2-21-2020,DAL,25,,ORL,5,,DAL25,ORL5
2-21-2020,CLE,12,,WAS,1,,CLE12,WAS1
2-21-2020,IND,13,,NY,6,,IND13,NY6
2-21-2020,PHO,29,,TOR,10,,PHO29,TOR10
2-21-2020,BOS,9,,MIN,16,,BOS9,MIN16
2-21-2020,DEN,20,,OKC,18,,DEN20,OKC18
2-21-2020,SA,24,,UTA,17,,SA24,UTA17
2-21-2020,MEM,21,,LAL,27,,MEM21,LAL27
2-21-2020,NO,23,,POR,19,,NO23,POR19
2-22-2020,SAC,30,,LAC,28,,SAC30,LAC28
2-22-2020,BKN,8,,CHA,2,,BKN8,CHA2
2-22-2020,DAL,25,,ATL,3,,DAL25,ATL3
2-22-2020,PHO,29,,CHI,11,,PHO29,CHI11
2-22-2020,CLE,12,,MIA,4,,CLE12,MIA4
2-22-2020,PHI,7,,MIL,15,,PHI7,MIL15
2-22-2020,HOU,22,,UTA,17,,HOU22,UTA17
2-23-2020,BOS,9,,LAL,27,,BOS9,LAL27
2-23-2020,MIN,16,,DEN,20,,MIN16,DEN20
2-23-2020,IND,13,,TOR,10,,IND13,TOR10
2-23-2020,WAS,1,,CHI,11,,WAS1,CHI11
2-23-2020,SA,24,,OKC,18,,SA24,OKC18
2-23-2020,NO,23,,GS,26,,NO23,GS26
2-23-2020,DET,14,,POR,19,,DET14,POR19
2-24-2020,MIA,4,,CLE,12,,MIA4,CLE12
2-24-2020,ATL,3,,PHI,7,,ATL3,PHI7
2-24-2020,MIL,15,,WAS,1,,MIL15,WAS1
2-24-2020,ORL,5,,BKN,8,,ORL5,BKN8
2-24-2020,NY,6,,HOU,22,,NY6,HOU22
2-24-2020,MIN,16,,DAL,25,,MIN16,DAL25
2-24-2020,PHO,29,,UTA,17,,PHO29,UTA17
2-24-2020,MEM,21,,LAC,28,,MEM21,LAC28
2-25-2020,CHA,2,,IND,13,,CHA2,IND13
2-25-2020,MIL,15,,TOR,10,,MIL15,TOR10
2-25-2020,OKC,18,,CHI,11,,OKC18,CHI11
2-25-2020,DET,14,,DEN,20,,DET14,DEN20
2-25-2020,NO,23,,LAL,27,,NO23,LAL27
2-25-2020,BOS,9,,POR,19,,BOS9,POR19
2-25-2020,SAC,30,,GS,26,,SAC30,GS26
2-26-2020,NY,6,,CHA,2,,NY6,CHA2
2-26-2020,PHI,7,,CLE,12,,PHI7,CLE12
2-26-2020,BKN,8,,WAS,1,,BKN8,WAS1
2-26-2020,ORL,5,,ATL,3,,ORL5,ATL3
2-26-2020,MIN,16,,MIA,4,,MIN16,MIA4
2-26-2020,DAL,25,,SA,24,,DAL25,SA24
2-26-2020,MEM,21,,HOU,22,,MEM21,HOU22
2-26-2020,LAC,28,,PHO,29,,LAC28,PHO29
2-26-2020,BOS,9,,UTA,17,,BOS9,UTA17
2-27-2020,NY,6,,PHI,7,,NY6,PHI7
2-27-2020,POR,19,,IND,13,,POR19,IND13
2-27-2020,SAC,30,,OKC,18,,SAC30,OKC18
2-27-2020,LAL,27,,GS,26,,LAL27,GS26
2-28-2020,MIN,16,,ORL,5,,MIN16,ORL5
2-28-2020,BKN,8,,ATL,3,,BKN8,ATL3
2-28-2020,CHA,2,,TOR,10,,CHA2,TOR10
2-28-2020,SAC,30,,MEM,21,,SAC30,MEM21
2-28-2020,DAL,25,,MIA,4,,DAL25,MIA4
2-28-2020,OKC,18,,MIL,15,,OKC18,MIL15
2-28-2020,CLE,12,,NO,23,,CLE12,NO23
2-28-2020,DET,14,,PHO,29,,DET14,PHO29
2-28-2020,WAS,1,,UTA,17,,WAS1,UTA17
2-28-2020,DEN,20,,LAC,28,,DEN20,LAC28
2-29-2020,CHI,11,,NY,6,,CHI11,NY6
2-29-2020,POR,19,,ATL,3,,POR19,ATL3
2-29-2020,BKN,8,,MIA,4,,BKN8,MIA4
2-29-2020,IND,13,,CLE,12,,IND13,CLE12
2-29-2020,LAL,27,,MEM,21,,LAL27,MEM21
2-29-2020,HOU,22,,BOS,9,,HOU22,BOS9
2-29-2020,ORL,5,,SA,24,,ORL5,SA24
2-29-2020,GS,26,,PHO,29,,GS26,PHO29
3-1-2020,MIL,15,,CHA,2,,MIL15,CHA2
3-1-2020,PHI,7,,LAC,28,,PHI7,LAC28
3-1-2020,DAL,25,,MIN,16,,DAL25,MIN16
3-1-2020,TOR,10,,DEN,20,,TOR10,DEN20
3-1-2020,DET,14,,SAC,30,,DET14,SAC30
3-1-2020,LAL,27,,NO,23,,LAL27,NO23
3-1-2020,WAS,1,,GS,26,,WAS1,GS26
3-2-2020,UTA,17,,CLE,12,,UTA17,CLE12
3-2-2020,HOU,22,,NY,6,,HOU22,NY6
3-2-2020,POR,19,,ORL,5,,POR19,ORL5
3-2-2020,MEM,21,,ATL,3,,MEM21,ATL3
3-2-2020,MIL,15,,MIA,4,,MIL15,MIA4
3-2-2020,DAL,25,,CHI,11,,DAL25,CHI11
3-2-2020,IND,13,,SA,24,,IND13,SA24
3-3-2020,SA,24,,CHA,2,,SA24,CHA2
3-3-2020,BKN,8,,BOS,9,,BKN8,BOS9
3-3-2020,MIN,16,,NO,23,,MIN16,NO23
3-3-2020,LAC,28,,OKC,18,,LAC28,OKC18
3-3-2020,GS,26,,DEN,20,,GS26,DEN20
3-3-2020,TOR,10,,PHO,29,,TOR10,PHO29
3-3-2020,PHI,7,,LAL,27,,PHI7,LAL27
3-3-2020,WAS,1,,SAC,30,,WAS1,SAC30
3-4-2020,BOS,9,,CLE,12,,BOS9,CLE12
3-4-2020,OKC,18,,DET,14,,OKC18,DET14
3-4-2020,IND,13,,MIL,15,,IND13,MIL15
3-4-2020,MEM,21,,BKN,8,,MEM21,BKN8
3-4-2020,ORL,5,,MIA,4,,ORL5,MIA4
3-4-2020,UTA,17,,NY,6,,UTA17,NY6
3-4-2020,CHI,11,,MIN,16,,CHI11,MIN16
3-4-2020,NO,23,,DAL,25,,NO23,DAL25
3-4-2020,WAS,1,,POR,19,,WAS1,POR19
3-5-2020,DEN,20,,CHA,2,,DEN20,CHA2
3-5-2020,LAC,28,,HOU,22,,LAC28,HOU22
3-5-2020,PHI,7,,SAC,30,,PHI7,SAC30
3-5-2020,TOR,10,,GS,26,,TOR10,GS26
3-6-2020,ATL,3,,WAS,1,,ATL3,WAS1
3-6-2020,SA,24,,BKN,8,,SA24,BKN8
3-6-2020,OKC,18,,NY,6,,OKC18,NY6
3-6-2020,UTA,17,,BOS,9,,UTA17,BOS9
3-6-2020,IND,13,,CHI,11,,IND13,CHI11
3-6-2020,ORL,5,,MIN,16,,ORL5,MIN16
3-6-2020,MIA,4,,NO,23,,MIA4,NO23
3-6-2020,MEM,21,,DAL,25,,MEM21,DAL25
3-6-2020,POR,19,,PHO,29,,POR19,PHO29
3-6-2020,MIL,15,,LAL,27,,MIL15,LAL27
3-7-2020,HOU,22,,CHA,2,,HOU22,CHA2
3-7-2020,UTA,17,,DET,14,,UTA17,DET14
3-7-2020,DEN,20,,CLE,12,,DEN20,CLE12
3-7-2020,ATL,3,,MEM,21,,ATL3,MEM21
3-7-2020,PHI,7,,GS,26,,PHI7,GS26
3-7-2020,SAC,30,,POR,19,,SAC30,POR19
3-8-2020,CHI,11,,BKN,8,,CHI11,BKN8
3-8-2020,LAL,27,,LAC,28,,LAL27,LAC28
3-8-2020,NO,23,,MIN,16,,NO23,MIN16
3-8-2020,OKC,18,,BOS,9,,OKC18,BOS9
3-8-2020,MIL,15,,PHO,29,,MIL15,PHO29
3-8-2020,IND,13,,DAL,25,,IND13,DAL25
3-8-2020,ORL,5,,HOU,22,,ORL5,HOU22
3-8-2020,MIA,4,,WAS,1,,MIA4,WAS1
3-8-2020,SA,24,,CLE,12,,SA24,CLE12
3-8-2020,DET,14,,NY,6,,DET14,NY6
3-8-2020,TOR,10,,SAC,30,,TOR10,SAC30
3-9-2020,CHA,2,,ATL,3,,CHA2,ATL3
3-9-2020,MIL,15,,DEN,20,,MIL15,DEN20
3-9-2020,TOR,10,,UTA,17,,TOR10,UTA17
3-10-2020,BOS,9,,IND,13,,BOS9,IND13
3-10-2020,NY,6,,WAS,1,,NY6,WAS1
3-10-2020,CLE,12,,CHI,11,,CLE12,CHI11
3-10-2020,MIN,16,,HOU,22,,MIN16,HOU22
3-10-2020,ORL,5,,MEM,21,,ORL5,MEM21
3-10-2020,DAL,25,,SA,24,,DAL25,SA24
3-10-2020,PHO,29,,POR,19,,PHO29,POR19
3-10-2020,LAC,28,,GS,26,,LAC28,GS26
3-10-2020,BKN,8,,LAL,27,,BKN8,LAL27
3-11-2020,NY,6,,ATL,3,,NY6,ATL3
3-11-2020,CHA,2,,MIA,4,,CHA2,MIA4
3-11-2020,DET,14,,PHI,7,,DET14,PHI7
3-11-2020,UTA,17,,OKC,18,,UTA17,OKC18
3-11-2020,DEN,20,,DAL,25,,DEN20,DAL25
3-11-2020,NO,23,,SAC,30,,NO23,SAC30
3-12-2020,CHI,11,,ORL,5,,CHI11,ORL5
3-12-2020,BOS,9,,MIL,15,,BOS9,MIL15
3-12-2020,MEM,21,,POR,19,,MEM21,POR19
3-12-2020,BKN,8,,GS,26,,BKN8,GS26
3-12-2020,HOU,22,,LAL,27,,HOU22,LAL27
3-13-2020,CLE,12,,CHA,2,,CLE12,CHA2
3-13-2020,WAS,1,,BOS,9,,WAS1,BOS9
3-13-2020,NY,6,,MIA,4,,NY6,MIA4
3-13-2020,MIN,16,,OKC,18,,MIN16,OKC18
3-13-2020,DEN,20,,SA,24,,DEN20,SA24
3-13-2020,NO,23,,UTA,17,,NO23,UTA17
3-13-2020,BKN,8,,LAC,28,,BKN8,LAC28
3-14-2020,PHO,29,,DAL,25,,PHO29,DAL25
3-14-2020,CLE,12,,ATL,3,,CLE12,ATL3
3-14-2020,IND,13,,PHI,7,,IND13,PHI7
3-14-2020,DET,14,,TOR,10,,DET14,TOR10
3-14-2020,CHI,11,,MIA,4,,CHI11,MIA4
3-14-2020,GS,26,,MIL,15,,GS26,MIL15
3-14-2020,MIN,16,,SA,24,,MIN16,SA24
3-14-2020,MEM,21,,UTA,17,,MEM21,UTA17
3-14-2020,NO,23,,LAC,28,,NO23,LAC28
3-15-2020,HOU,22,,POR,19,,HOU22,POR19
3-15-2020,CHA,2,,ORL,5,,CHA2,ORL5
3-15-2020,OKC,18,,WAS,1,,OKC18,WAS1
3-15-2020,BOS,9,,CHI,11,,BOS9,CHI11
3-15-2020,DEN,20,,LAL,27,,DEN20,LAL27
3-15-2020,BKN,8,,SAC,30,,BKN8,SAC30
3-16-2020,WAS,1,,PHI,7,,WAS1,PHI7
3-16-2020,MIA,4,,MIL,15,,MIA4,MIL15
3-16-2020,ATL,3,,NO,23,,ATL3,NO23
3-16-2020,GS,26,,TOR,10,,GS26,TOR10
3-16-2020,MEM,21,,SA,24,,MEM21,SA24
3-16-2020,LAL,27,,UTA,17,,LAL27,UTA17
3-16-2020,DAL,25,,LAC,28,,DAL25,LAC28
3-17-2020,ORL,5,,DET,14,,ORL5,DET14
3-17-2020,CHA,2,,NY,6,,CHA2,NY6
3-17-2020,CLE,12,,HOU,22,,CLE12,HOU22
3-17-2020,OKC,18,,MEM,21,,OKC18,MEM21
3-17-2020,MIN,16,,POR,19,,MIN16,POR19
3-17-2020,DAL,25,,SAC,30,,DAL25,SAC30
3-18-2020,TOR,10,,PHI,7,,TOR10,PHI7
3-18-2020,OKC,18,,ATL,3,,OKC18,ATL3
3-18-2020,WAS,1,,BKN,8,,WAS1,BKN8
3-18-2020,NY,6,,BOS,9,,NY6,BOS9
3-18-2020,GS,26,,IND,13,,GS26,IND13
3-18-2020,MIA,4,,CHI,11,,MIA4,CHI11
3-18-2020,SA,24,,NO,23,,SA24,NO23
3-18-2020,LAC,28,,DEN,20,,LAC28,DEN20
3-18-2020,UTA,17,,LAL,27,,UTA17,LAL27
3-18-2020,MIN,16,,PHO,29,,MIN16,PHO29
3-19-2020,PHI,7,,CHA,2,,PHI7,CHA2
3-19-2020,CLE,12,,ORL,5,,CLE12,ORL5
3-19-2020,SAC,30,,HOU,22,,SAC30,HOU22
3-19-2020,MEM,21,,MIL,15,,MEM21,MIL15
3-19-2020,DAL,25,,POR,19,,DAL25,POR19
3-20-2020,GS,26,,DET,14,,GS26,DET14
3-20-2020,MIA,4,,IND,13,,MIA4,IND13
3-20-2020,WAS,1,,ATL,3,,WAS1,ATL3
3-20-2020,BOS,9,,TOR,10,,BOS9,TOR10
3-20-2020,DEN,20,,OKC,18,,DEN20,OKC18
3-20-2020,CHI,11,,SA,24,,CHI11,SA24
3-20-2020,MIN,16,,UTA,17,,MIN16,UTA17
3-20-2020,PHO,29,,LAC,28,,PHO29,LAC28
3-21-2020,BOS,9,,BKN,8,,BOS9,BKN8
3-21-2020,LAL,27,,CHA,2,,LAL27,CHA2
3-21-2020,CLE,12,,IND,13,,CLE12,IND13
3-21-2020,SAC,30,,ORL,5,,SAC30,ORL5
3-21-2020,ATL,3,,PHI,7,,ATL3,PHI7
3-21-2020,GS,26,,NY,6,,GS26,NY6
3-21-2020,CHI,11,,HOU,22,,CHI11,HOU22
3-21-2020,NO,23,,MEM,21,,NO23,MEM21
3-21-2020,MIL,15,,WAS,1,,MIL15,WAS1
3-21-2020,DAL,25,,PHO,29,,DAL25,PHO29
3-22-2020,LAL,27,,DET,14,,LAL27,DET14
3-22-2020,DEN,20,,TOR,10,,DEN20,TOR10
3-22-2020,POR,19,,MIN,16,,POR19,MIN16
3-22-2020,SAC,30,,NO,23,,SAC30,NO23
3-22-2020,UTA,17,,SA,24,,UTA17,SA24
3-23-2020,PHO,29,,IND,13,,PHO29,IND13
3-23-2020,LAC,28,,NY,6,,LAC28,NY6
3-23-2020,BOS,9,,WAS,1,,BOS9,WAS1
3-23-2020,ORL,5,,BKN,8,,ORL5,BKN8
3-23-2020,OKC,18,,MIA,4,,OKC18,MIA4
3-23-2020,DEN,20,,CHI,11,,DEN20,CHI11
3-23-2020,DET,14,,MIL,15,,DET14,MIL15
3-23-2020,HOU,22,,DAL,25,,HOU22,DAL25
3-24-2020,POR,19,,CHA,2,,POR19,CHA2
3-24-2020,SAC,30,,CLE,12,,SAC30,CLE12
3-24-2020,LAL,27,,TOR,10,,LAL27,TOR10
3-24-2020,PHI,7,,MIN,16,,PHI7,MIN16
3-24-2020,MEM,21,,NO,23,,MEM21,NO23
3-24-2020,SA,24,,UTA,17,,SA24,UTA17
3-25-2020,LAC,28,,BKN,8,,LAC28,BKN8
3-25-2020,POR,19,,DET,14,,POR19,DET14
3-25-2020,IND,13,,ORL,5,,IND13,ORL5
3-25-2020,PHO,29,,WAS,1,,PHO29,WAS1
3-25-2020,DEN,20,,MIA,4,,DEN20,MIA4
3-25-2020,TOR,10,,NY,6,,TOR10,NY6
3-25-2020,BOS,9,,MEM,21,,BOS9,MEM21
3-25-2020,HOU,22,,MIL,15,,HOU22,MIL15
3-25-2020,ATL,3,,GS,26,,ATL3,GS26
3-26-2020,LAL,27,,CLE,12,,LAL27,CLE12
3-26-2020,PHI,7,,CHI,11,,PHI7,CHI11
3-26-2020,SA,24,,MIN,16,,SA24,MIN16
3-26-2020,CHA,2,,OKC,18,,CHA2,OKC18
3-26-2020,UTA,17,,DAL,25,,UTA17,DAL25
3-26-2020,ATL,3,,SAC,30,,ATL3,SAC30
3-27-2020,LAC,28,,DET,14,,LAC28,DET14
3-27-2020,HOU,22,,IND,13,,HOU22,IND13
3-27-2020,BKN,8,,ORL,5,,BKN8,ORL5
3-27-2020,PHO,29,,PHI,7,,PHO29,PHI7
3-27-2020,POR,19,,BOS,9,,POR19,BOS9
3-27-2020,NY,6,,NO,23,,NY6,NO23
3-27-2020,WAS,1,,MIL,15,,WAS1,MIL15
3-27-2020,SA,24,,DEN,20,,SA24,DEN20
3-28-2020,CLE,12,,BKN,8,,CLE12,BKN8
3-28-2020,LAC,28,,CHA,2,,LAC28,CHA2
3-28-2020,NY,6,,CHI,11,,NY6,CHI11
3-28-2020,TOR,10,,MEM,21,,TOR10,MEM21
3-28-2020,PHO,29,,MIA,4,,PHO29,MIA4
3-28-2020,LAL,27,,WAS,1,,LAL27,WAS1
3-28-2020,OKC,18,,GS,26,,OKC18,GS26
3-28-2020,ATL,3,,UTA,17,,ATL3,UTA17
3-29-2020,MIL,15,,DAL,25,,MIL15,DAL25
3-29-2020,HOU,22,,DET,14,,HOU22,DET14
3-29-2020,MIN,16,,BOS,9,,MIN16,BOS9
3-29-2020,NO,23,,ORL,5,,NO23,ORL5
3-29-2020,POR,19,,PHI,7,,POR19,PHI7
3-29-2020,SA,24,,GS,26,,SA24,GS26
3-29-2020,IND,13,,SAC,30,,IND13,SAC30
3-30-2020,MIA,4,,CHA,2,,MIA4,CHA2
3-30-2020,PHO,29,,CLE,12,,PHO29,CLE12
3-30-2020,POR,19,,BKN,8,,POR19,BKN8
3-30-2020,MEM,21,,TOR,10,,MEM21,TOR10
3-30-2020,LAL,27,,MIN,16,,LAL27,MIN16
3-30-2020,OKC,18,,DEN,20,,OKC18,DEN20
3-30-2020,CHI,11,,UTA,17,,CHI11,UTA17
3-30-2020,IND,13,,LAC,28,,IND13,LAC28
3-31-2020,NO,23,,ATL,3,,NO23,ATL3
3-31-2020,HOU,22,,PHI,7,,HOU22,PHI7
3-31-2020,DEN,20,,GS,26,,DEN20,GS26
3-31-2020,SA,24,,SAC,30,,SA24,SAC30
4-1-2020,CHA,2,,ORL,5,,CHA2,ORL5
4-1-2020,NO,23,,WAS,1,,NO23,WAS1
4-1-2020,DET,14,,BKN,8,,DET14,BKN8
4-1-2020,MIA,4,,BOS,9,,MIA4,BOS9
4-1-2020,NY,6,,MEM,21,,NY6,MEM21
4-1-2020,DAL,25,,MIN,16,,DAL25,MIN16
4-1-2020,PHO,29,,OKC,18,,PHO29,OKC18
4-1-2020,TOR,10,,MIL,15,,TOR10,MIL15
4-1-2020,CLE,12,,UTA,17,,CLE12,UTA17
4-1-2020,IND,13,,LAL,27,,IND13,LAL27
4-2-2020,GS,26,,HOU,22,,GS26,HOU22
4-2-2020,LAC,28,,SAC,30,,LAC28,SAC30
4-2-2020,UTA,17,,POR,19,,UTA17,POR19
4-3-2020,MIA,4,,DET,14,,MIA4,DET14
4-3-2020,BKN,8,,IND,13,,BKN8,IND13
4-3-2020,PHI,7,,WAS,1,,PHI7,WAS1
4-3-2020,CHA,2,,ATL,3,,CHA2,ATL3
4-3-2020,ORL,5,,BOS,9,,ORL5,BOS9
4-3-2020,MIN,16,,NY,6,,MIN16,NY6
4-3-2020,MIL,15,,TOR,10,,MIL15,TOR10
4-3-2020,DAL,25,,MEM,21,,DAL25,MEM21
4-3-2020,GS,26,,SA,24,,GS26,SA24
4-3-2020,CHI,11,,DEN,20,,CHI11,DEN20
4-3-2020,CLE,12,,PHO,29,,CLE12,PHO29
4-4-2020,OKC,18,,LAC,28,,OKC18,LAC28
4-4-2020,LAL,27,,SAC,30,,LAL27,SAC30
4-5-2020,ATL,3,,CHA,2,,ATL3,CHA2
4-5-2020,ORL,5,,PHI,7,,ORL5,PHI7
4-5-2020,MIL,15,,BOS,9,,MIL15,BOS9
4-5-2020,WAS,1,,IND,13,,WAS1,IND13
4-5-2020,MIA,4,,NY,6,,MIA4,NY6
4-5-2020,DAL,25,,BKN,8,,DAL25,BKN8
4-5-2020,UTA,17,,DEN,20,,UTA17,DEN20
4-5-2020,CHI,11,,PHO,29,,CHI11,PHO29
4-5-2020,TOR,10,,HOU,22,,TOR10,HOU22
4-5-2020,DET,14,,MIN,16,,DET14,MIN16
4-5-2020,NO,23,,SA,24,,NO23,SA24
4-5-2020,MEM,21,,POR,19,,MEM21,POR19
4-5-2020,CLE,12,,SAC,30,,CLE12,SAC30
4-5-2020,OKC,18,,LAL,27,,OKC18,LAL27
4-7-2020,TOR,10,,WAS,1,,TOR10,WAS1
4-7-2020,DET,14,,ATL,3,,DET14,ATL3
4-7-2020,IND,13,,MIA,4,,IND13,MIA4
4-7-2020,MIL,15,,PHI,7,,MIL15,PHI7
4-7-2020,PHO,29,,MIN,16,,PHO29,MIN16
4-7-2020,CHA,2,,NO,23,,CHA2,NO23
4-7-2020,BKN,8,,OKC,18,,BKN8,OKC18
4-7-2020,HOU,22,,DAL,25,,HOU22,DAL25
4-7-2020,SAC,30,,SA,24,,SAC30,SA24
4-7-2020,MEM,21,,DEN,20,,MEM21,DEN20
4-7-2020,CLE,12,,POR,19,,CLE12,POR19
4-7-2020,LAC,28,,UTA,17,,LAC28,UTA17
4-7-2020,CHI,11,,LAL,27,,CHI11,LAL27
4-8-2020,IND,13,,BOS,9,,IND13,BOS9
4-8-2020,TOR,10,,CHA,2,,TOR10,CHA2
4-8-2020,ORL,5,,NY,6,,ORL5,NY6
4-8-2020,SA,24,,HOU,22,,SA24,HOU22
4-8-2020,CLE,12,,GS,26,,CLE12,GS26
4-8-2020,CHI,11,,LAC,28,,CHI11,LAC28
4-9-2020,DET,14,,MIA,4,,DET14,MIA4
4-9-2020,BKN,8,,MIL,15,,BKN8,MIL15
4-9-2020,SAC,30,,MIN,16,,SAC30,MIN16
4-9-2020,PHO,29,,NO,23,,PHO29,NO23
4-9-2020,DEN,20,,POR,19,,DEN20,POR19
4-9-2020,GS,26,,LAL,27,,GS26,LAL27
4-10-2020,BOS,9,,ORL,5,,BOS9,ORL5
4-10-2020,ATL,3,,TOR,10,,ATL3,TOR10
4-10-2020,WAS,1,,HOU,22,,WAS1,HOU22
4-10-2020,NY,6,,OKC,18,,NY6,OKC18
4-10-2020,PHI,7,,SA,24,,PHI7,SA24
4-11-2020,DET,14,,DAL,25,,DET14,DAL25
4-11-2020,WAS,1,,CHA,2,,WAS1,CHA2
4-11-2020,ORL,5,,IND,13,,ORL5,IND13
4-11-2020,PHI,7,,NO,23,,PHI7,NO23
4-11-2020,MIL,15,,CLE,12,,MIL15,CLE12
4-11-2020,BKN,8,,CHI,11,,BKN8,CHI11
4-11-2020,OKC,18,,MEM,21,,OKC18,MEM21
4-11-2020,BOS,9,,MIA,4,,BOS9,MIA4
4-11-2020,GS,26,,LAC,28,,GS26,LAC28
4-11-2020,SAC,30,,DEN,20,,SAC30,DEN20
4-11-2020,UTA,17,,PHO,29,,UTA17,PHO29
4-12-2020,HOU,22,,SA,24,,HOU22,SA24
4-12-2020,NY,6,,TOR,10,,NY6,TOR10
4-12-2020,ATL,3,,MIL,15,,ATL3,MIL15
4-12-2020,MIN,16,,LAL,27,,MIN16,LAL27
4-13-2020,MIA,4,,CHA,2,,MIA4,CHA2
4-13-2020,BKN,8,,CLE,12,,BKN8,CLE12
4-13-2020,BOS,9,,DET,14,,BOS9,DET14
4-13-2020,SA,24,,IND,13,,SA24,IND13
4-13-2020,ORL,5,,CHI,11,,ORL5,CHI11
4-13-2020,PHO,29,,HOU,22,,PHO29,HOU22
4-13-2020,PHI,7,,MEM,21,,PHI7,MEM21
4-13-2020,WAS,1,,NO,23,,WAS1,NO23
4-13-2020,UTA,17,,OKC,18,,UTA17,OKC18
4-13-2020,DAL,25,,DEN,20,,DAL25,DEN20
4-13-2020,POR,19,,GS,26,,POR19,GS26
4-13-2020,MIN,16,,LAC,28,,MIN16,LAC28
4-14-2020,TOR,10,,MIA,4,,TOR10,MIA4
4-14-2020,DET,14,,NY,6,,DET14,NY6
4-14-2020,DEN,20,,UTA,17,,DEN20,UTA17
4-14-2020,SAC,30,,LAL,27,,SAC30,LAL27
4-15-2020,CLE,12,,ATL,3,,CLE12,ATL3
4-15-2020,MIL,15,,BKN,8,,MIL15,BKN8
4-15-2020,CHI,11,,BOS,9,,CHI11,BOS9
4-15-2020,OKC,18,,DAL,25,,OKC18,DAL25
4-15-2020,MEM,21,,HOU,22,,MEM21,HOU22
4-15-2020,NY,6,,MIN,16,,NY6,MIN16
4-15-2020,TOR,10,,ORL,5,,TOR10,ORL5
4-15-2020,CHA,2,,PHI,7,,CHA2,PHI7
4-15-2020,NO,23,,SA,24,,NO23,SA24
4-15-2020,IND,13,,WAS,1,,IND13,WAS1
4-15-2020,LAL,27,,PHO,29,,LAL27,PHO29
4-15-2020,LAC,28,,POR,19,,LAC28,POR19
4-15-2020,GS,26,,SAC,30,,GS26,SAC30
